"","検索文字 URL： チェック","変なホテル東京羽田 サイト名","test 検索年月： 評価","2026年 投稿日","04月 コメント(全体)","範囲： コメント(良い点)","!A1:K コメント(改善点)","コメント（翻訳:全体)","コメント（翻訳:良い)","コメント（翻訳:改善点)","投稿者","","","","","関数用 2026年 2026年 ","03月 04月 ","","!A2:K300 ","","","",""
"","FALSE","Booking.com","7","2026-04-08","","","","","","","Núria","","FALSE","Booking.com","7","2026-04-08","","","","","","","Núria"
"","FALSE","Booking.com","9","2026-04-08","","","","","","","Iva","","FALSE","Booking.com","9","2026-04-08","","","","","","","Iva"
"","FALSE","Google","5","2026-04-08","ニース","","","ニース","","","1Y Kook Yi Hao","","FALSE","Google","5","2026-04-08","ニース","","","ニース","","","1Y Kook Yi Hao"
"","FALSE","Booking.com","9","2026-04-07","","Proximity to rail and airport plus surrounding restaurants.","Bathroom size, however understand this is probably normal.","","鉄道駅や空港へのアクセスが良く、周辺にはレストランも多数あります。","浴室のサイズは、おそらく普通だと理解してください。","Debra","","FALSE","Booking.com","9","2026-04-07","","Proximity to rail and airport plus surrounding restaurants.","Bathroom size, however understand this is probably normal.","","鉄道駅や空港へのアクセスが良く、周辺にはレストランも多数あります。","浴室のサイズは、おそらく普通だと理解してください。","Debra"
"","FALSE","Agoda","6","2026-04-07","空港シャトルバスが便利 裏通りだが大鳥居駅も歩いて近い　飲食店も 朝食はキーマカレー、ラッシー、日本食も 部屋のテレビがプロジェクターで見にくい 新しめの漫画がたくさん チェックインの画面入力が面倒 チェックインのロボットと恐竜だけが変 ","","","空港シャトルバスが便利 裏通りだが大鳥居駅も歩いて近い　飲食店も 朝食はキーマカレー、ラッシー、日本食も 部屋のテレビがプロジェクターで見にくい 新しめの漫画がたくさん チェックインの画面入力が面倒 チェックインのロボットと恐竜だけが変 ","","","kazuhiro","","FALSE","Agoda","6","2026-04-07","空港シャトルバスが便利 裏通りだが大鳥居駅も歩いて近い　飲食店も 朝食はキーマカレー、ラッシー、日本食も 部屋のテレビがプロジェクターで見にくい 新しめの漫画がたくさん チェックインの画面入力が面倒 チェックインのロボットと恐竜だけが変 ","","","空港シャトルバスが便利 裏通りだが大鳥居駅も歩いて近い　飲食店も 朝食はキーマカレー、ラッシー、日本食も 部屋のテレビがプロジェクターで見にくい 新しめの漫画がたくさん チェックインの画面入力が面倒 チェックインのロボットと恐竜だけが変 ","","","kazuhiro"
"","FALSE","Booking.com","8","2026-04-07","","","Lokalizacja. Dobra opcja dla lotniska. Gorzej jeśli traktujesz hotel jako baza wypadowa do centrum","","","立地。空港へのアクセスは良好。ただし、市内中心部への観光拠点として利用する場合には、それほど便利とは言えない。","Łukasz","","FALSE","Booking.com","8","2026-04-07","","","Lokalizacja. Dobra opcja dla lotniska. Gorzej jeśli traktujesz hotel jako baza wypadowa do centrum","","","立地。空港へのアクセスは良好。ただし、市内中心部への観光拠点として利用する場合には、それほど便利とは言えない。","Łukasz"
"","FALSE","Agoda","8","2026-04-07","ホテルの名前だけ聞いて、『そのホテル大丈夫？』と言っていたこどもたちでしたが、フロントで大喜びしていました。  お風呂にはいるときに着替えやタオルなどを置くスペースがあるとさらによかったです！","","","ホテルの名前だけ聞いて、『そのホテル大丈夫？』と言っていたこどもたちでしたが、フロントで大喜びしていました。  お風呂にはいるときに着替えやタオルなどを置くスペースがあるとさらによかったです！","","","FUMIE","","FALSE","Agoda","8","2026-04-07","ホテルの名前だけ聞いて、『そのホテル大丈夫？』と言っていたこどもたちでしたが、フロントで大喜びしていました。  お風呂にはいるときに着替えやタオルなどを置くスペースがあるとさらによかったです！","","","ホテルの名前だけ聞いて、『そのホテル大丈夫？』と言っていたこどもたちでしたが、フロントで大喜びしていました。  お風呂にはいるときに着替えやタオルなどを置くスペースがあるとさらによかったです！","","","FUMIE"
"","FALSE","Booking.com","6","2026-04-06","","Good location.","Beds were not comfortable.","","立地が良い。","ベッドは快適ではなかった。","Aidan","","FALSE","Booking.com","6","2026-04-06","","Good location.","Beds were not comfortable.","","立地が良い。","ベッドは快適ではなかった。","Aidan"
"","FALSE","Booking.com","7","2026-04-06","","Location","n.a.","","位置","該当なし","Eufemia","","FALSE","Booking.com","7","2026-04-06","","Location","n.a.","","位置","該当なし","Eufemia"
"","FALSE","Booking.com","8","2026-04-06","","場所は良い。","スタッフが常時いるのではなく、電話でやりとりするスタイル。省人は理解出来るが少し寂しい感じがする。  チェックインは15時からで、それ以前の場合は荷物をフロントに預けるわけではないので場所が限られている。","","場所は良い。","スタッフが常時いるのではなく、電話でやりとりするスタイル。省人は理解出来るが少し寂しい感じがする。  チェックインは15時からで、それ以前の場合は荷物をフロントに預けるわけではないので場所が限られている。","Nobuaki","","FALSE","Booking.com","8","2026-04-06","","場所は良い。","スタッフが常時いるのではなく、電話でやりとりするスタイル。省人は理解出来るが少し寂しい感じがする。  チェックインは15時からで、それ以前の場合は荷物をフロントに預けるわけではないので場所が限られている。","","場所は良い。","スタッフが常時いるのではなく、電話でやりとりするスタイル。省人は理解出来るが少し寂しい感じがする。  チェックインは15時からで、それ以前の場合は荷物をフロントに預けるわけではないので場所が限られている。","Nobuaki"
"","FALSE","Google","1","2026-04-06","荷物が複数個ある場合や、大きな荷物をお持ちの場合は、シャトルバスの手配を拒否されるため、ここに宿泊しないでください。","","","荷物が複数個ある場合や、大きな荷物をお持ちの場合は、シャトルバスの手配を拒否されるため、ここに宿泊しないでください。","","","Just Me","","FALSE","Google","1","2026-04-06","荷物が複数個ある場合や、大きな荷物をお持ちの場合は、シャトルバスの手配を拒否されるため、ここに宿泊しないでください。","","","荷物が複数個ある場合や、大きな荷物をお持ちの場合は、シャトルバスの手配を拒否されるため、ここに宿泊しないでください。","","","Just Me"
